pid,fum,frcv,fry,forc
92991,DC-0700,JH-3500,0,HD-0400
92997,DM-2200,DM-2200,0,JS-1900
93045,CL-0900,MC-2100,8,MC-2100
93065,CM-0400,JS-1900,0,GW-0100
93166,KS-2300,AF-0100,0,
93272,PB-1000,PB-1000,0,AH-2700
93280,TP-1200,JF-1300,0,AH-2700
93299,FM-0200,MV-0400,0,TL-0500
93388,ME-0300,,0,AM-2400
93434,KF-0200,AM-2400,0,
93444,MF-0300,DC-2400,1,DW-4600
93445,JG-0500,JZ-0200,0,DD-0500
93490,QC-0100,,0,GW-1700
93491,TW-2100,TW-2100,0,
93668,ND-0300,RT-1200,0,TT-0800
93673,DB-1000,AB-0400,0,TT-0800
93684,DB-1000,,0,MB-1400
93697,JF-0800,BW-2200,0,NR-0400
93701,MM-5300,MM-5300,0,
93750,DC-4400,DC-4400,0,AP-0100
93795,CM-1200,CM-1200,0,
93907,TP-1900,LW-0200,0,
93920,CR-0600,BB-2000,8,TP-1900
93939,JL-1400,JM-5300,1,KP-0800
93979,BJ-1400,EJ-0400,7,SR-0900
94152,PB-0800,PB-0800,0,
94202,DB-2600,MW-2600,0,EB-0400
94359,LS-1100,RH-2200,0,FW-0200
94414,LS-1100,RH-2200,0,RT-1000
94469,JP-3200,JP-3200,0,JP-2000
94521,DJ-3100,DJ-3100,0,
94535,KC-2000,KC-2000,0,LG-0300
94560,TB-0400,IH-0100,0,DW-4600
94592,KC-2000,EE-0200,0,
94755,TV-0100,KL-1700,0,
94758,LT-0600,AW-1600,0,IR-0300
94857,PW-0400,CC-5100,0,
94899,CD-1500,,0,DG-0900
94955,BB-1700,,0,
95159,TB-2300,AO-0300,0,JT-0900
95218,RW-2600,VG-0200,0,TB-3400
95233,DW-0800,RG-1700,0,
95264,GR-0500,TB-2300,0,
95298,TM-0200,GJ-0100,0,CG-1800
95750,TW-2100,TE-0200,0,
95789,FW-1100,JA-2300,1,JA-2300
95808,GD-0200,SM-2400,0,
95823,CD-1800,CD-1800,0,AD-1700
95894,PR-0100,KL-1100,0,
96013,QM-0500,RL-0600,0,RL-0600
96032,TC-2600,JW-2500,0,JT-3200
96059,JL-1400,EH-0900,0,OR-0200
96061,DW-4200,TC-2600,0,
96178,DD-2600,MB-4100,35,
96194,DG-1800,,0,
96201,RA-0100,TM-1100,0,
96203,BF-0100,BF-0100,0,
96213,JM-4500,JM-4500,0,KG-0400
96337,JK-1500,CH-0800,36,JP-3600
96403,TM-0200,TM-0200,0,
96510,QC-0100,AW-0300,0,JP-2000
96593,RS-3500,RS-3500,0,
96651,DB-2600,RB-4000,0,JP-3800
96697,DC-0700,DC-0700,0,
96739,TH-1400,JS-1900,2,KW-2400
96760,DB-2600,TH-1400,0,EB-1700
96813,CR-0600,EM-1900,0,BS-1200
96825,JH-6200,,0,DG-0900
96863,CM-1200,AP-2000,0,
96888,JH-6200,,0,DM-0100
96907,PM-0200,,0,WD-0500
96912,CR-0600,RB-3000,0,RB-3000
96937,CR-0600,CR-0600,0,CB-2800
96952,LB-1000,CC-5100,5,
97181,TB-2300,KG-0400,0,
97204,JW-0400,JW-0400,0,
97222,DG-1800,TM-0300,0,
97252,TB-2300,TB-2300,0,
97301,DJ-1800,TD-2200,0,MS-5300
97376,DJ-1800,DJ-1800,0,FF-0100
97406,TB-0400,,0,AA-1200
97411,RD-1200,KM-0500,0,HJ-0100
97421,TB-0400,RD-1200,0,
97463,CC-4100,EW-0300,0,SH-0300
97497,CC-4100,JB-3000,10,SH-0300
97530,TV-0100,SF-0800,0,GS-1300
97607,RG-0200,RG-0200,0,JZ-0200
97651,PB-0800,PB-0800,0,
97653,RG-0200,GW-1700,1,LL-1000
97662,MB-4800,TB-3500,0,
97673,RG-0200,,0,
97714,TK-0500,TK-0500,0,
97975,KD-1900,JC-5500,0,JC-5500
98012,SM-2400,SM-2400,0,RM-3800
98093,SD-0400,JB-2900,0,GJ-0100
98174,DM-0700,DM-0700,0,SS-1000
98296,CP-2100,CP-2100,0,
98297,MA-1000,LC-0600,0,JT-0900
98316,JF-1400,TP-2300,0,TP-2300
98496,TD-1400,SA-0600,0,
98554,KR-1100,KR-1100,0,AP-1700
98591,QC-0100,ES-1000,0,
98685,TJ-2700,DW-4600,2,JN-1500
98868,DJ-1800,WD-0700,0,
98887,TJ-1100,,0,DR-1400
98958,JL-1400,TS-1800,0,MS-5500
98970,BS-4100,WR-0200,0,MS-5500
99003,MB-4500,BM-1900,0,
99103,JL-1600,KB-1000,0,SH-0600
99138,JL-1600,JL-1600,0,
99226,DC-0700,KB-1000,0,MW-3500
99278,AT-0500,AT-0500,0,CC-1100
99294,AT-0500,KP-1100,0,LE-0100
99299,ED-0100,ED-0100,0,
99332,JH-1700,AB-2200,0,BR-0800
99337,LF-0600,LF-0600,0,
99357,AT-0500,DC-4800,0,CH-1800
99390,SA-0800,,0,RA-1400
99433,BF-0100,BF-0100,0,
99446,PR-0100,ND-0400,0,
99500,AG-1600,DT-0400,0,LA-0600
99502,PR-0100,PR-0100,0,
99530,PR-0100,NW-0200,0,NW-0200
99539,PR-0100,WB-1100,0,TW-2900
99541,KL-1100,TF-1300,0,TM-1100
99552,PR-0100,RW-0400,0,KG-0400
99626,CP-2100,SH-0300,0,JB-3000
99713,KK-0200,BB-2000,0,WB-0300
99789,RL-1400,PW-0900,0,RE-0200
99909,RL-1400,LF-0300,0,
99972,ML-1700,AC-0700,3,
100038,JH-5200,,0,JU-0100
100052,KB-0300,SK-0500,0,DH-4100
100190,MB-2000,MJ-2200,0,ML-1800
100338,LT-0600,FM-0200,0,EB-0400
100419,MA-0600,BG-0200,12,BT-0500
100436,DM-2200,DB-4200,11,SR-0600
100462,MP-1300,KJ-0300,0,BD-0700
100464,BT-0500,BM-3300,0,
100472,BJ-1400,KJ-0300,0,BW-1500
100473,BM-3300,BM-3300,0,AS-3400
100488,AS-3400,JP-2700,0,ML-1600
100640,IM-0200,SA-0600,0,TP-1700
100688,TD-1400,AA-1500,0,LL-1000
100727,LG-0500,RT-1200,11,DL-1300
100822,AR-0200,AR-0200,0,
100860,AR-0200,AR-0200,0,
100907,RT-0200,RJ-1600,0,
100932,RT-0200,CH-3800,0,ML-2300
101006,KS-2300,KS-2300,0,
101050,JL-1400,DW-1400,0,CH-0100
101127,CR-1500,CC-1100,0,
101227,TH-1400,CC-1800,0,BW-0200
101259,RF-0100,TS-3200,0,SR-0600
101278,RJ-1200,BB-3600,10,JP-2000
101373,SS-2100,AS-3400,0,
101413,EG-0200,BW-1600,0,AH-2000
101527,BB-1700,DM-2600,0,DH-3100
101588,ES-1000,MR-1300,0,
101635,ES-1000,JG-0500,0,AC-1800
101726,DC-0700,DC-0700,0,
101806,DC-0700,MS-5500,0,
101879,EW-0300,SH-0300,0,
101913,TB-2900,,0,
101940,AW-1000,AW-1000,0,
102014,JR-2000,MM-1100,0,MM-1100
102124,CC-1400,GB-0500,0,NR-0400
102128,DC-4400,MG-1500,0,MB-4100
102187,HB-0400,HB-0400,0,
102206,DB-3600,DB-3600,0,RD-1800
102210,DO-0200,KH-1600,0,
102242,RS-2100,TL-0500,0,VG-0200
102399,DM-0700,SR-0900,0,GM-0400
102417,WD-0700,GJ-0100,0,SK-0500
102425,AB-2900,DM-0700,0,
102498,WD-0700,FT-0200,0,JB-2900
102532,TC-2600,JW-2500,0,
102561,SM-3600,SM-3600,0,BB-2500
102563,LC-0800,LC-0800,0,AH-2700
102564,EL-0400,DB-6000,0,WC-0100
102578,WC-0100,LS-0100,0,EL-0400
102633,CP-0900,CB-4300,1,GW-0300
102677,JP-3200,DS-5000,0,AC-0700
102742,JP-3200,JP-3200,0,
102791,KB-0300,KB-0300,0,AW-1500
102801,TJ-2700,TJ-2700,0,TP-0400
102817,JP-3200,JP-3200,0,DS-5000
102908,SD-0400,JC-0600,7,
102949,RW-1100,,0,DT-0400
102974,LM-1700,SM-0900,0,
102998,TW-0400,JA-2300,0,
103065,TC-0600,TC-0600,0,
103088,MA-0500,MA-0500,0,
103096,CS-3600,,0,TV-0200
103098,TP-1500,TP-1500,0,OS-1000
103143,KC-2000,KC-2000,0,
103155,KC-2000,,0,DW-0400
103205,JP-3200,TP-1700,0,
103312,MS-1400,KH-1700,3,LL-1000
103360,JB-3800,PK-0200,4,EJ-0700
103370,MF-1100,JB-3800,0,
103405,MV-0300,MV-0300,0,AT-0400
103421,MV-0300,TM-1500,0,AW-0800
103541,PP-1000,PP-1000,0,VG-0200
103653,SL-0100,BM-3300,0,
103754,JM-4500,BW-1500,0,
103810,TM-0200,TM-0200,0,CB-4300
103815,TM-0200,TM-0200,0,
103898,TC-2600,RB-0300,0,
104015,CH-4900,JH-0300,0,DC-4800
104044,CH-4900,RP-1600,0,DC-4800
104054,CH-4900,ES-1000,0,RP-1600
104202,JH-4900,CH-3200,0,
104287,JF-1700,,0,DM-2600
104297,JF-1700,TW-2200,0,TW-2200
104319,TW-0400,DT-1300,0,BK-0100
104328,PM-0200,KB-2400,61,TW-2200
104346,DH-0200,DH-0200,0,
104450,GH-0900,CW-3700,0,TB-3500
104473,RC-3100,JM-5700,0,BM-3400
104539,RG-0200,BS-2100,0,AC-0700
104656,DB-3800,DB-3800,0,SE-0400
104712,RC-0100,JD-0200,0,CM-3100
104834,MH-1600,DG-0500,0,SS-1000
104861,MH-1600,RW-4300,0,BS-2800
104925,ND-0300,JP-2700,0,JG-2000
105019,DC-4400,DC-4400,0,SR-0600
105087,MB-4500,KH-2200,0,
105206,RD-0700,JH-3400,6,AA-2000
105261,RK-0800,NW-0200,0,NW-0200
105276,CC-1000,TM-1100,5,TW-2900
105326,RL-1400,,0,
105507,MS-1400,MB-1400,0,RB-2000
105522,MS-1400,MB-1400,0,MB-1400
105548,JP-3200,TT-0800,0,
105586,ER-0100,PW-0400,0,TH-2700
105644,CD-1500,CW-2400,1,AW-0800
105696,JB-3800,AH-2000,3,
105853,ML-1700,ML-1700,0,
105908,RP-0500,CG-1800,34,DH-4100
105989,TB-2300,PD-0100,0,AB-3300
106012,TB-2300,TB-2300,0,
106042,AS-2500,AS-2500,0,MB-4100
106125,BF-0100,BF-0100,0,RP-1600
106226,ND-0100,SR-1000,0,DC-4800
106243,TF-0400,SR-1000,0,DC-4800
106304,ZF-0100,,0,JC-5500
106357,FT-0100,,0,LA-0600
106463,BL-1100,KL-0900,0,
106553,TR-0900,DC-0300,0,
106570,TB-1900,CG-2900,-2,FF-0100
106612,TB-1900,,0,KH-2200
106631,TP-1500,TP-1500,0,DF-1900
106641,JM-6800,BD-0700,0,ML-1600
106710,DM-2200,WH-0200,0,DF-1900
106730,DM-2200,JM-0800,0,DF-1900
106798,MV-0300,JP-3600,6,JP-3600
106804,TM-0200,KB-2100,0,
106902,BF-0400,JF-0500,4,DW-1400
106916,AR-0200,MS-1700,0,MS-1700
107074,RO-0600,RO-0600,0,
107162,TE-0200,RM-3300,5,AM-2400
107211,MF-0300,RM-3300,12,MW-1500
107238,IB-0200,DE-0400,82,BL-0500
107255,IB-0200,LC-0200,0,JS-1500
107344,SM-1300,CS-3700,0,
107358,DC-0700,KB-2400,0,
107448,EB-0700,EB-0700,0,
107454,DC-0700,FW-0600,0,KB-2400
107476,RL-1400,RM-4000,0,
107542,RW-2600,SG-0300,0,MJ-2200
107570,RL-1400,JN-0200,0,JA-0100
107739,BG-1900,BG-1900,0,
107819,AB-2900,KB-2100,0,SR-0900
107950,WG-0700,,0,MM-0800
108005,JK-1500,LJ-1400,0,MW-3500
108066,TH-2700,SH-0600,0,
108276,DC-0700,DC-0700,0,
108311,JL-1600,MR-1900,0,
108323,MB-4500,MB-4500,0,
108420,EJ-0200,,0,RW-3100
108524,CH-4900,JM-0800,0,DF-1900
108535,CH-4900,JM-0800,0,CB-2800
108710,JB-3800,AO-0300,0,AO-0300
108802,LB-1000,SG-0400,0,TH-1300
108816,JB-3800,JO-0500,0,JT-0900
108837,RL-1400,RL-1400,0,
108932,ND-0300,ND-0300,0,
108976,DC-4400,DC-4400,0,
108977,DC-4400,MA-0900,0,
108982,DC-4400,MB-2000,0,JT-3100
109062,CB-0100,CB-0100,0,
109125,JS-2700,LA-0600,0,BS-2800
109159,LB-0400,MR-1000,0,KL-0900
109219,DM-2200,KV-0100,0,LW-1700
109253,SP-1400,SP-1400,0,
109333,FM-0500,JT-2800,0,DB-0900
109479,LT-0600,JB-1000,0,CO-0500
109625,BE-0600,SB-1300,0,SB-1300
109701,MA-1000,MA-1000,0,OH-0500
109717,BE-0600,BE-0600,0,
109732,AS-3400,HN-0200,4,MR-2300
109756,RP-0500,RP-0500,0,GS-1100
109758,BJ-1400,BJ-1400,0,
109778,MP-1300,MR-2300,0,DW-2200
109792,DB-4600,NB-0300,0,
109832,RP-0500,WS-0100,0,SR-0600
109853,BJ-1400,MP-1300,0,JP-2000
109875,SS-2100,,0,DS-3100
109920,SM-2400,JP-3600,0,
110068,DG-1200,ML-2000,0,CW-3700
110139,TB-2300,TA-0900,1,CC-4400
110177,MK-1000,MK-1000,0,LM-2000
110244,MB-4800,AB-3300,0,RC-1900
110394,JP-3200,DG-2300,0,
110590,GD-0200,PB-0600,0,
110608,DM-0500,DM-0500,0,
110609,GD-0200,SM-2400,0,
110708,JL-1400,FC-0100,8,
110761,BH-1500,MS-4800,17,RB-4600
110807,MV-0300,MM-3400,0,DG-2400
110869,IB-0300,BK-1100,0,
110883,RF-0100,DB-4600,0,BS-2500
110913,CS-0800,MC-0100,0,KT-0800
110936,AT-0500,,0,BG-1600
110970,ED-0900,ED-0900,0,
110985,JH-1700,,0,
111010,AM-1800,KE-0200,0,BG-1600
111050,JM-4500,LJ-1100,0,
111107,TH-0400,AB-0900,0,AA-2000
111122,CH-4900,RT-1800,0,PS-0800
111125,MB-4500,BN-0500,0,KH-0500
111217,FT-0100,ME-0400,0,RW-3100
111243,JW-1900,DC-0700,0,MS-5300
111247,TB-0400,JS-1900,0,JP-3800
111250,JA-0800,DJ-2600,0,
111331,BJ-2000,,0,
111475,SA-0700,,0,SM-0200
111503,RW-2600,TW-0100,0,JW-3700
111518,RC-0100,SG-0200,0,
111611,DC-4400,VG-0200,0,
111612,TB-2300,AS-2500,0,
111629,MB-2000,MV-0400,0,RP-0800
111638,RM-5000,RS-0900,0,RP-0800
111668,TB-3300,TB-3300,0,
111728,KC-0100,,0,OS-0800
111734,TB-2300,AS-2500,0,
111764,CK-0200,CK-0200,0,KL-0100
111807,AB-2900,CB-4300,0,
111814,ML-1700,AD-0300,0,
111883,WG-0700,RV-0200,0,FT-0200
111899,JF-1100,LS-0100,13,OR-0200
112023,DB-2600,JE-1100,0,ML-1800
112146,CO-0600,KS-2300,0,
112181,TH-2700,MJ-2400,0,CH-0100
112395,JJ-5200,,0,
112540,KW-0500,KW-0500,0,
112548,RG-0400,RG-0400,0,DB-2800
112565,KW-0500,AM-1300,0,RW-4300
112567,LJ-0100,,0,
112661,WJ-0200,WJ-0200,0,DM-1000
112681,KW-0500,DG-0500,0,LA-0600
112694,PM-0200,JS-0600,0,
112719,PM-0200,AW-1600,2,
112733,PM-0200,PM-0200,0,
112741,CP-2100,CP-2100,0,MW-0800
112747,TW-0400,IG-0200,0,
112794,EJ-0200,AM-1700,0,AW-1600
112965,JG-0600,JG-0600,0,
113009,JG-0600,JG-0600,0,
113043,JG-0500,,0,
113088,AB-3800,JW-2400,0,FS-0400
113174,RC-0800,RC-0800,0,JW-2400
113451,RL-1400,CA-0300,17,AS-0400
113470,RL-1400,CC-1300,0,KN-0200
113495,RM-3100,AW-1800,0,KO-0200
113534,PW-0400,MG-0900,0,
113563,JB-3800,JB-3800,0,MR-1600
113660,JK-1500,AT-0400,0,
113743,DN-1400,JK-2400,0,DR-1400
113782,DB-4600,DB-4600,0,
113821,TC-2600,DG-2400,0,MF-0400
113849,BF-0100,AB-3300,0,RC-1900
113861,JM-4500,JM-4500,0,NW-0200
113863,DG-1800,KM-1300,0,RA-0100
113916,LJ-1100,ND-0400,0,KG-0400
113919,DM-2900,RW-3000,0,DD-2600
113938,OK-0200,RW-0400,0,
113964,DW-2500,AE-0400,0,TW-2900
114014,JW-1900,CB-2800,0,WH-0200
114019,FM-0800,JD-2400,0,
114029,TW-0400,TW-0400,0,
114091,TW-0400,TW-0400,0,
114149,DC-0700,DC-0700,0,DF-1900
114152,TW-0400,JB-2600,0,
114239,PW-0500,PW-0500,0,
114248,JM-4900,PW-0500,0,
114378,SP-1400,SP-1400,0,
114413,DH-0600,JL-3100,0,
114541,MV-0300,HC-0100,0,
114554,MV-0300,CH-4300,0,HC-0100
114666,DC-4400,MB-2400,0,SR-0900
114674,SM-2400,DJ-2600,0,MS-5300
114858,AF-0300,GW-1700,0,JZ-0200
114869,KW-0500,SB-0200,6,SB-0200
114925,TH-2300,BT-0500,8,ML-1600
114926,DL-1100,BY-0300,0,TP-1700
114946,LG-0500,ML-1600,2,SB-0200
114952,BW-1000,DB-2800,13,LL-1000
114975,KW-0500,KW-0500,0,
114986,CL-0900,JW-2700,0,DB-2800
114989,KW-0500,HI-0100,0,NK-0300
115024,DO-0200,DO-0200,0,
115078,SB-0700,AD-1200,1,DS-1300
115326,DJ-0100,DS-2900,0,JP-2500
115329,GH-0900,,0,KL-1500
115346,SA-0600,SA-0600,0,MR-2400
115400,BJ-1400,CC-2400,0,CG-1800
115425,AB-2900,,0,SR-0600
115483,AS-3400,JF-1100,0,JA-0700
115484,AB-2900,GS-1100,0,AS-1200
115486,BJ-1400,BJ-1400,0,DH-4100
115493,DS-3100,CI-0400,0,ML-1700
115660,CM-3100,AT-1200,0,
115801,ED-0900,JL-3100,0,
115912,JB-3800,WW-0300,0,
115931,ML-1700,JM-0500,0,CW-2400
115984,DM-0700,PB-0600,4,EH-0200
115985,JL-1400,KI-0100,0,CC-2400
116007,JL-1400,KS-1600,0,SK-0500
116098,JK-1500,AW-0300,0,
116105,CD-1500,PW-0400,0,
116106,JK-1500,JK-1500,0,MF-0400
116114,DB-4600,BW-1600,0,JA-2200
116185,RP-0500,TS-2900,45,
116240,JK-1500,MO-0100,0,WW-0800
116277,JW-4600,RW-3100,0,RW-3100
116479,BS-1700,BS-1700,0,
116617,JM-1100,DC-2200,42,EH-0700
116632,TG-1600,TG-1600,0,
116795,TH-1400,MW-2600,0,TJ-2500
116851,TB-2300,DG-2100,0,
116865,PP-1000,OS-0800,0,OS-0800
117067,DC-0700,DC-0700,0,JG-1300
117081,TM-0200,KW-2600,40,
117101,AR-0200,JS-3100,0,
117118,DC-0700,DC-0700,0,
117199,JG-0100,HP-0100,0,
117209,AR-0200,TE-0600,0,
117391,TW-1600,FM-0300,0,RH-1100
117459,BT-0500,BD-0700,0,
117480,JW-4000,JW-4000,0,
117537,BM-3300,,0,RL-0900
117538,AF-0300,AF-0300,0,
117762,SM-2400,SM-2400,0,
117807,TW-0400,RM-4900,0,RB-2300
117810,DM-0500,DG-0900,0,DF-1900
117842,SM-2400,,0,DF-1900
117856,PM-0200,PM-0200,0,
117933,DT-1300,RB-3400,31,OS-1000
117952,DW-5000,NG-0500,0,NG-0500
117987,DW-5000,SD-0400,0,CG-2900
118010,CB-0100,KS-0400,1,
118055,DM-0900,SW-1500,16,KS-0400
118097,BF-0100,CH-4300,0,
118126,DC-4400,DC-4400,0,
118221,DC-4400,BM-1600,0,KG-0400
118234,JM-3500,MG-1500,-1,
118264,RW-2600,RM-3400,0,BU-0200
118271,CC-1300,,0,JA-3100
118295,OK-0200,AP-0800,0,
118364,CC-1400,AO-0300,0,AO-0300
118433,HE-0300,PK-0200,0,GM-0400
118453,DJ-0100,HB-0200,0,
118455,MH-1600,CD-2000,0,EJ-0400
118491,MV-0300,WW-0700,25,WW-0700
118504,SA-0600,JT-1200,0,GM-0400
118666,DB-3800,KG-0200,0,LF-0300
118669,TH-1400,RM-3300,-3,RH-1100
118692,TD-2500,DB-3800,0,
118711,DB-2600,JR-2300,0,
118759,AM-1800,,0,
118784,CP-0900,CP-0900,0,
118890,WC-0100,RW-3000,0,MG-1500
119049,JK-1500,JH-3400,0,MC-2000
119099,TC-2600,RV-0200,0,RM-4900
119116,JM-6800,GW-0300,0,GW-0300
119199,TC-2600,DW-4200,0,CB-2800
119204,JM-6800,JS-0600,0,EH-0900
119248,CP-2100,EH-0700,0,DR-0500
119277,TR-0300,MM-3300,0,JM-5300
119302,CP-2100,GW-0600,0,MP-0600
119565,JW-1900,BM-2200,0,EH-0200
119586,AB-1900,AB-1900,0,
119621,DC-0700,DC-0700,0,
119646,AB-1900,AB-1900,0,
119710,DC-0700,CS-3300,0,AW-0800
119728,RG-0200,BS-2100,0,JT-0900
119729,RG-0200,RG-0200,0,JT-0900
119743,RW-2600,AD-1500,0,EB-0400
119806,TB-2900,DG-1000,0,
119868,TB-2900,EP-0400,0,TG-0200
120012,ND-0300,ND-0300,0,
120072,CH-4900,KH-2200,50,MB-0700
120093,KC-2000,CB-1800,0,
120101,DJ-3100,DJ-3100,0,
120225,SD-0400,ML-1600,0,BD-0700
120253,CB-0100,DD-2400,0,
120322,PR-0100,CE-0500,44,
120334,DS-3500,CL-0900,0,CP-2200
120408,TM-0200,TM-0200,0,
120415,HP-0100,EM-0900,1,DR-1400
120490,TM-0200,TM-0200,0,
120493,SS-2100,BK-0300,0,
120536,RP-0500,AS-1300,0,JG-1300
120552,JM-5200,KV-0700,0,
120572,BF-0100,AG-1600,0,
120598,JM-6500,PL-0200,0,
120753,JS-6100,JP-3200,0,
120790,JP-3200,LL-1000,0,LL-1000
120930,TB-3700,RH-2600,0,RH-2600
120935,SM-2400,SM-2400,0,
121033,JP-3200,SB-2200,0,
121132,MS-1400,JP-2500,3,DS-2900
121146,JG-0600,JL-3100,0,
121163,JP-3200,NP-0300,0,CO-0500
121199,TH-0400,JG-0500,0,
121200,CH-4900,CH-4900,0,PG-0300
121268,CH-4900,CS-1800,0,BD-0700
121311,WD-0300,DD-2400,0,KA-0200
121316,WD-0300,LM-0100,0,SB-1700
121321,CH-4900,JC-3600,0,NK-0300
121367,DC-4400,RM-5000,0,JT-0900
121378,DC-4400,JT-0900,0,JW-4300
121389,DC-4400,MB-2000,0,
121397,JM-3500,LJ-1200,0,NR-0400
121423,JF-1400,JF-1400,0,
121615,BC-1100,AG-1200,20,BG-1600
121687,LB-1000,LB-1000,0,
121752,JB-3800,JL-1400,0,
121826,CC-1400,MF-0400,0,
121834,SS-2100,SS-2100,0,
121850,AM-1800,EM-0900,0,
121865,HB-0400,WW-0800,0,AW-0300
121888,DB-4600,AB-3300,0,BR-0800
121929,RP-0500,BU-0200,43,BK-1000
121946,HB-0400,MF-0400,0,MF-0400
122008,TS-2100,TS-2900,0,JB-7900
122009,CD-1500,JB-2900,0,SH-1200
122015,AB-2900,TS-2900,0,
122021,AB-2900,SF-0200,0,
122044,JK-1500,CC-2400,0,CG-1800
122057,AB-2900,JF-2400,0,JS-4600
122067,BB-1700,BB-1700,0,
122074,CD-1500,CD-1500,0,FT-0200
122084,TH-2700,TH-2700,0,
122171,TH-1400,CH-4800,0,ND-0400
122250,BF-0100,BF-0100,0,
122262,NC-0200,RF-0300,0,
122270,TF-0400,DD-2600,0,LF-0300
122274,DB-2600,JR-1800,1,VH-0400
122286,DB-2600,MS-5600,0,VH-0400
122298,DB-2600,DB-2600,0,
122302,DB-2600,CH-4800,0,VH-0400
122372,JS-2700,WH-0200,21,IB-0100
122379,TB-0400,DF-1900,0,DF-1900
122459,DJ-3100,CC-5100,0,
122810,RC-0100,GS-1300,0,SH-0300
122919,MK-1000,RD-1800,0,DS-3200
122924,SB-0700,SB-0700,0,TA-0900
122945,RG-0200,BB-2000,0,IG-0200
122992,TC-0300,MR-1300,0,AS-1000
123074,MH-1600,TF-0500,0,JZ-0200
123128,KR-1100,,0,DB-2800
123149,JM-1100,CE-0100,0,TT-0800
123152,DC-0700,DC-0700,0,
123196,DC-0700,DC-0700,0,
123261,DC-0700,IO-0100,0,LA-0600
123269,PR-0100,PR-0100,0,
123291,AB-1900,EM-0300,0,RJ-2600
123432,TB-3300,TB-3300,0,
123443,TB-3300,NF-0200,0,CM-3100
123455,SM-3600,SM-3600,0,
123480,LJ-1500,DS-5200,0,TJ-1300
123534,MA-0600,AS-1300,0,CH-0800
123559,DK-1100,AF-0100,0,DB-4200
123563,AZ-0100,DJ-0300,0,CD-0400
123612,RJ-1200,KB-0900,0,CH-0800
123683,KC-2000,KC-2000,0,
123693,JS-2700,JS-2700,0,LK-0500
123698,DS-3500,AF-0300,0,
123715,TB-0400,BW-1500,0,LK-0500
123729,KC-2000,KC-2000,0,
123732,TB-0400,LK-0500,0,ML-1600
123784,TB-0400,ML-1600,0,BD-0700
123806,KC-2000,TB-0400,0,
123809,DH-0600,,0,
123823,RG-0200,RG-0200,0,
123869,BR-0600,CG-0400,0,
123918,RG-0200,MP-0600,5,SH-0300
123979,EM-1800,EM-1800,0,KK-0100
124012,JK-1500,LF-0300,20,RE-0300
124019,TH-1400,TT-0600,0,JS-4600
124049,DB-2600,TS-2900,0,
124098,JR-1200,JB-7900,32,JB-7900
124104,TH-1400,JP-2100,15,TS-2900
124128,AR-1700,LS-0100,0,MJ-0300
124176,BF-0400,,0,
124201,MV-0300,TC-1500,0,KL-0100
124207,QM-0500,SR-0900,27,CD-2000
124244,GL-0200,GW-0300,0,CF-1500
124275,SB-0700,SB-0700,0,
124292,SB-0700,SB-0700,0,
124362,BH-0300,SB-0700,0,
124411,JM-2900,IG-0200,18,LD-0100
124482,DC-4400,DC-4400,0,
124529,MM-2800,,0,BW-2200
124535,DC-4400,RP-1600,0,KE-0200
124544,DC-4400,RM-5000,0,
124718,DC-0700,DC-0700,0,
124822,DG-0600,IB-0100,0,DF-1900
124847,EJ-0200,TS-1800,0,
124897,SM-0100,SM-0100,0,
124928,TB-2300,ZT-0100,22,AO-0300
125111,NG-0300,GJ-0100,0,SH-1200
125123,AB-2900,AB-2900,0,
125129,RP-0500,MT-2500,0,CG-1800
125143,JR-0900,TC-2700,19,MF-0400
125179,NG-0300,SS-2100,0,
125182,KC-2500,FB-0700,0,
125258,EM-1000,EM-1000,0,
125435,JL-1400,AR-0800,0,
125490,JB-3800,AS-1300,0,JG-1300
125547,CT-0100,LF-0500,0,
125650,DJ-0100,AM-2400,0,KL-1700
125779,ES-1000,JW-2400,0,CP-2200
125818,CH-4900,LA-0600,1,RW-4300
125834,LB-0400,,0,GE-0200
125860,PR-0100,MM-6100,3,TD-1500
125868,DT-1300,RW-3100,0,TD-1500
125873,CH-4900,LA-0600,0,BS-2800
125899,AB-3800,JA-2300,0,IO-0100
125962,HB-0400,HB-0400,0,EW-1800
126149,TS-3400,TS-3400,0,TF-0500
126177,TR-0100,MW-3000,0,LL-1000
126183,AM-1300,MF-0300,0,
126196,TR-0100,KK-1300,0,LL-1000
126220,GH-0900,DB-2800,20,DB-2800
126230,GH-0900,DM-1000,0,LL-1000
126256,KC-0300,KC-0300,0,DD-2600
126284,TW-2900,GL-0200,0,
126381,FW-0800,PK-0200,0,
126394,TD-2200,TD-2200,0,NW-0200
126396,BF-0100,JT-1200,0,PK-0200
126402,TW-0400,JW-0500,0,RM-4000
126437,TW-0400,RM-4000,0,KC-0200
126584,AR-0200,CA-0400,0,
126629,HP-0100,HP-0100,0,
126806,CW-3200,JH-2000,0,
126832,AT-0900,,0,JU-0100
126936,MV-0300,,0,NK-0300
127012,DM-2200,JR-3400,0,PK-0200
127058,DS-3500,DS-3500,0,
127067,TG-0400,AC-2700,0,IR-0200
127118,EG-0200,LF-0400,0,
127131,EB-0700,EB-0700,0,
127155,EG-0200,AS-1300,0,CH-0800
127300,CP-0900,TS-2400,0,TS-2400
127302,RG-0200,FM-0300,0,
127380,SM-3600,,0,TJ-0800
127395,CP-0900,BR-1300,0,
