gid,player,team,details,pstat,gstat
4069,DF-0550,ARI,Hip,Limited Participation in Practice,Probable
4069,JB-3350,ARI,Foot,Limited Participation in Practice,Probable
4069,JB-6950,ARI,Hamstring,Limited Participation in Practice,Probable
4069,JN-0625,ARI,Shoulder,Full Participation in Practice,Probable
4069,RS-0962,PIT,Shoulder,Limited Participation in Practice,Out
4069,WA-0100,PIT,Ankle,Did Not Participate In Practice,Out
4069,CA-0600,PIT,Knee,Limited Participation in Practice,Questionable
4069,BR-1100,PIT,Knee,Did Not Participate In Practice,Out
4069,JJ-4250,PIT,Hip,Limited Participation in Practice,Questionable
4069,JH-2100,PIT,Illness,Did Not Participate In Practice,Probable
4069,DL-0800,PIT,Back,Full Participation in Practice,Probable
4070,TH-0200,KC,Knee,Did Not Participate In Practice,Questionable
4070,TK-0150,KC,Groin,Full Participation in Practice,Probable
4070,BP-0050,KC,Finger,Full Participation in Practice,Probable
4070,DP-1450,KC,Ankle,Did Not Participate In Practice,Out
4070,JF-2050,KC,Elbow,Full Participation in Practice,Probable
4070,JM-1600,KC,Groin,Did Not Participate In Practice,Out
4070,JO-0150,KC,Hand,Full Participation in Practice,Probable
4070,RE-0400,MIN,Knee,Limited Participation in Practice,Probable
4070,JP-4162,MIN,Shoulder,Full Participation in Practice,Probable
4070,JT-3300,MIN,Foot,Did Not Participate In Practice,Out
4070,JW-6560,MIN,Shoulder,Full Participation in Practice,Probable
4070,MW-0500,MIN,Knee,Full Participation in Practice,Probable
4070,AS-0600,MIN,Knee,Limited Participation in Practice,Questionable
4070,CJ-1400,MIN,Rib,Limited Participation in Practice,Questionable
4071,JM-4550,BUF,Groin,Limited Participation in Practice,Probable
4071,KW-1150,BUF,Concussion,Did Not Participate In Practice,Out
4071,CC-2100,BUF,Calf,Limited Participation in Practice,Probable
4071,BR-0150,BUF,Quadricep,Full Participation in Practice,Probable
4071,CG-1250,BUF,Ankle,Limited Participation in Practice,Probable
4071,CH-3350,BUF,Hamstring,Limited Participation in Practice,Probable
4071,CK-0950,BUF,Knee,Full Participation in Practice,Probable
4071,CW-3550,BUF,Knee,Out (Definitely Will Not Play),Out
4071,AW-1200,BUF,,Did Not Participate In Practice,
4071,SW-0450,BUF,Calf,Limited Participation in Practice,Questionable
4071,RJ-0875,BUF,Hand,Limited Participation in Practice,Probable
4071,RB-3350,BUF,Thumb,Full Participation in Practice,Probable
4071,TT-0500,BUF,Knee,Limited Participation in Practice,Questionable
4071,LM-1000,BUF,Hamstring,Limited Participation in Practice,Probable
4071,PH-0400,BUF,Hip,Limited Participation in Practice,Questionable
4071,ME-0100,BUF,Shoulder,Did Not Participate In Practice,Out
4071,MD-0100,BUF,Hip,Limited Participation in Practice,Probable
4071,MJ-2250,CIN,Foot,Full Participation in Practice,Probable
4071,LH-0300,CIN,Back,Limited Participation in Practice,Questionable
4071,KZ-0200,CIN,Elbow,Full Participation in Practice,Probable
4071,AJ-1200,CIN,Groin,Full Participation in Practice,Probable
4071,AS-2000,CIN,Elbow,Full Participation in Practice,Probable
4071,AW-1100,CIN,,Did Not Participate In Practice,
4071,BT-0300,CIN,Illness,Full Participation in Practice,Probable
4071,DK-0750,CIN,Hip,Full Participation in Practice,Probable
4072,JB-2950,CHI,Groin,Limited Participation in Practice,Questionable
4072,JB-8200,CHI,Shoulder,Limited Participation in Practice,Questionable
4072,EF-0010,CHI,Knee,Did Not Participate In Practice,Doubtful
4072,ER-0500,CHI,Ankle,Limited Participation in Practice,Questionable
4072,AJ-0430,CHI,Hamstring,Limited Participation in Practice,Questionable
4072,AR-1400,CHI,Ankle,Did Not Participate In Practice,Doubtful
4072,PO-0150,CHI,Ankle,Limited Participation in Practice,Questionable
4072,PM-0500,CHI,Shoulder,Limited Participation in Practice,Questionable
4072,SM-1050,CHI,Knee,Did Not Participate In Practice,Doubtful
4072,TM-2850,CHI,Hamstring,Did Not Participate In Practice,Doubtful
4072,WS-0950,CHI,Elbow,Limited Participation in Practice,Questionable
4072,JR-0300,CHI,Ankle,Limited Participation in Practice,Questionable
4072,MB-1800,CHI,Quadricep,Did Not Participate In Practice,Questionable
4072,DT-0100,DET,Ankle,Full Participation in Practice,Probable
4072,DS-2250,DET,Hip,Full Participation in Practice,Probable
4072,EE-0050,DET,Knee,Limited Participation in Practice,Out
4072,DL-1200,DET,Hip,Did Not Participate In Practice,Out
4072,JJ-4300,DET,Knee,Full Participation in Practice,Probable
4072,JI-0200,DET,Quadricep,Limited Participation in Practice,Questionable
4072,HN-0300,DET,Calf,Did Not Participate In Practice,Out
4072,GT-0100,DET,Hip,Limited Participation in Practice,Probable
4072,JB-2700,DET,Ankle,Full Participation in Practice,Questionable
4072,LW-0050,DET,Knee,Limited Participation in Practice,Probable
4072,LW-0350,DET,Ankle,Full Participation in Practice,Probable
4072,TR-0370,DET,Groin,Did Not Participate In Practice,Questionable
4073,DJ-2670,CLE,,Full Participation in Practice,
4073,IC-0300,CLE,Toe,Limited Participation in Practice,Questionable
4073,JH-0100,CLE,Concussion,Did Not Participate In Practice,Out
4073,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
4073,JM-2900,CLE,Ankle,Limited Participation in Practice,Probable
4073,CR-1150,CLE,Ankle,Did Not Participate In Practice,Out
4073,DB-5200,CLE,Shoulder,Limited Participation in Practice,Questionable
4073,BH-0800,CLE,Thigh,Full Participation in Practice,Probable
4073,JT-1600,CLE,,Full Participation in Practice,
4073,KD-0100,CLE,Ankle,Limited Participation in Practice,Questionable
4073,MM-4500,CLE,Hamstring,Did Not Participate In Practice,Questionable
4073,MS-0550,CLE,Thumb,Full Participation in Practice,Probable
4073,TG-0950,CLE,Ankle,Did Not Participate In Practice,Out
4073,SS-2350,CLE,,Did Not Participate In Practice,
4073,SD-0800,CLE,Back,Full Participation in Practice,Questionable
4073,RS-2800,CLE,,Full Participation in Practice,
4073,RT-1950,CLE,Ankle,Limited Participation in Practice,Questionable
4073,PM-0200,DEN,Not Injury Related,Full Participation in Practice,Probable
4073,RH-1000,DEN,Knee,Full Participation in Practice,Probable
4073,OD-0100,DEN,Not Injury Related,Full Participation in Practice,Probable
4073,OB-0150,DEN,Foot,Full Participation in Practice,Probable
4073,JT-2450,DEN,Hamstring,Did Not Participate In Practice,Questionable
4073,KA-0950,DEN,Knee,Full Participation in Practice,Probable
4073,LV-0100,DEN,Not Injury Related,Full Participation in Practice,Probable
4073,BF-0950,DEN,Hamstring,Full Participation in Practice,Probable
4073,AT-0100,DEN,Ankle,Limited Participation in Practice,Questionable
4073,CL-0275,DEN,Groin,Full Participation in Practice,Probable
4073,EM-0400,DEN,Hamstring,Did Not Participate In Practice,Questionable
4073,DT-0900,DEN,Neck,Limited Participation in Practice,Questionable
4073,DW-1100,DEN,Back,Did Not Participate In Practice,Out
4073,TS-0150,DEN,Shoulder,Limited Participation in Practice,Out
4074,JS-7075,HOU,Illness,Did Not Participate In Practice,Questionable
4074,BC-3100,HOU,Ankle,Full Participation in Practice,Probable
4074,AB-2250,HOU,Illness,Full Participation in Practice,Probable
4074,AB-1975,HOU,Toe,Limited Participation in Practice,Questionable
4074,AD-1100,HOU,Hamstring,Limited Participation in Practice,Probable
4074,AF-0900,HOU,Groin,Full Participation in Practice,Probable
4074,DB-4900,HOU,Hand,Full Participation in Practice,Probable
4074,CS-1500,HOU,Shoulder,Limited Participation in Practice,Probable
4074,CP-1950,HOU,Knee,Full Participation in Practice,Probable
4074,CF-0375,HOU,Neck,Full Participation in Practice,Probable
4074,DN-0700,HOU,Knee,Full Participation in Practice,Probable
4074,JG-3850,HOU,Hamstring,Full Participation in Practice,Probable
4074,JC-5630,HOU,Knee,Full Participation in Practice,Questionable
4074,JC-3350,HOU,Ankle,Did Not Participate In Practice,Out
4074,NW-0100,HOU,Hamstring,Did Not Participate In Practice,Out
4074,OA-0050,HOU,Toe,Full Participation in Practice,Probable
4074,LB-0150,HOU,Knee,Full Participation in Practice,Probable
4074,KJ-0100,HOU,Not Injury Related,Full Participation in Practice,Probable
4074,QD-0100,HOU,Hamstring,Did Not Participate In Practice,Out
4074,BP-0575,HOU,Hamstring,Did Not Participate In Practice,Questionable
4074,TY-0150,JAC,Groin,Did Not Participate In Practice,Questionable
4074,JS-0230,JAC,Shoulder,Did Not Participate In Practice,Doubtful
4074,AJ-1150,JAC,Knee,Full Participation in Practice,Probable
4074,AH-3900,JAC,Ankle,Full Participation in Practice,Probable
4074,AC-2250,JAC,Shoulder,Full Participation in Practice,Probable
4074,BB-2425,JAC,Shoulder,Full Participation in Practice,Probable
4074,BP-0650,JAC,Concussion,Did Not Participate In Practice,Out
4074,CC-2600,JAC,Not Injury Related,Full Participation in Practice,Probable
4074,DR-2250,JAC,Knee,Full Participation in Practice,Probable
4074,DH-4000,JAC,Hip,Limited Participation in Practice,Probable
4074,ML-0650,JAC,Hamstring,Did Not Participate In Practice,Out
4074,LB-0750,JAC,Neck,Full Participation in Practice,Probable
4074,JT-2000,JAC,Hand,Full Participation in Practice,Probable
4074,JP-0900,JAC,Knee,Full Participation in Practice,Probable
4074,PP-0800,JAC,Ankle,Full Participation in Practice,Probable
4074,SY-0100,JAC,Illness,Full Participation in Practice,Probable
4074,SM-0500,JAC,Knee,Full Participation in Practice,Probable
4075,DS-2170,MIA,Concussion,Full Participation in Practice,Probable
4075,CM-1250,MIA,Shoulder,Full Participation in Practice,Probable
4075,CW-0100,MIA,Hamstring,Limited Participation in Practice,Probable
4075,BG-2100,MIA,Knee,Limited Participation in Practice,Questionable
4075,BA-0200,MIA,Hamstring,Limited Participation in Practice,Questionable
4075,AF-0950,MIA,Back,Limited Participation in Practice,Questionable
4075,ZB-0200,MIA,Shoulder,Limited Participation in Practice,Probable
4075,DM-4070,TEN,Knee,Out (Definitely Will Not Play),Out
4075,CR-0875,TEN,Knee,Full Participation in Practice,Probable
4075,TL-0775,TEN,Shoulder,Full Participation in Practice,Probable
4075,SH-1000,TEN,Illness,Limited Participation in Practice,Questionable
4075,PC-0800,TEN,Hamstring,Limited Participation in Practice,Questionable
4075,MG-1800,TEN,Not Injury Related,Full Participation in Practice,Probable
4075,CC-3200,TEN,Not Injury Related,Full Participation in Practice,Probable
4075,CW-0650,TEN,Knee,Full Participation in Practice,Probable
4075,AF-0200,TEN,Concussion,Full Participation in Practice,Questionable
4075,AW-1450,TEN,Hamstring,Limited Participation in Practice,Questionable
4076,LK-0600,CAR,Concussion,Full Participation in Practice,Probable
4076,RB-3100,CAR,Hamstring,Limited Participation in Practice,Doubtful
4076,AS-0940,CAR,Ankle,Limited Participation in Practice,Questionable
4076,AK-0650,CAR,Concussion,Did Not Participate In Practice,Out
4076,JC-5400,CAR,Ankle,Full Participation in Practice,Probable
4076,JA-0900,CAR,Back,Did Not Participate In Practice,Out
4076,DW-3450,CAR,Knee,Did Not Participate In Practice,Out
4076,FC-0150,SEA,Hamstring,Did Not Participate In Practice,Doubtful
4076,TS-2650,SEA,Hip,Did Not Participate In Practice,Doubtful
4076,NM-0650,SEA,Ankle,Did Not Participate In Practice,Doubtful
4076,ML-2500,SEA,Hamstring,Full Participation in Practice,Questionable
4076,MB-1900,SEA,Not Injury Related,Did Not Participate In Practice,Probable
4076,MB-5050,SEA,Hand,Out (Definitely Will Not Play),Out
4076,KP-0650,SEA,Hamstring,Full Participation in Practice,Probable
4076,DD-1800,SEA,Shoulder,Limited Participation in Practice,Questionable
4076,BW-0150,SEA,Pectoral,Did Not Participate In Practice,Questionable
4076,BC-2750,SEA,Knee,Limited Participation in Practice,Questionable
4076,JH-4050,SEA,Quadricep,Did Not Participate In Practice,Doubtful
4077,TL-0300,GB,Knee,Limited Participation in Practice,Probable
4077,RC-1500,GB,Shoulder,Full Participation in Practice,Probable
4077,NP-0130,GB,Shoulder,Did Not Participate In Practice,Doubtful
4077,MB-5100,GB,Calf,Limited Participation in Practice,Questionable
4077,JJ-4200,GB,Hamstring,Limited Participation in Practice,Probable
4077,DJ-2350,GB,,Did Not Participate In Practice,
4077,DG-1600,GB,Hamstring,Full Participation in Practice,Probable
4077,DA-0212,GB,Ankle,Limited Participation in Practice,Questionable
4077,BB-3700,GB,Knee,Limited Participation in Practice,Probable
4077,BR-0100,GB,Groin,Did Not Participate In Practice,Doubtful
4077,LG-0950,GB,Heel,Limited Participation in Practice,Questionable
4077,JR-3650,GB,Hamstring,Full Participation in Practice,Probable
4077,DF-1250,SD,Ankle,Did Not Participate In Practice,Questionable
4077,CH-0200,SD,Ankle,Limited Participation in Practice,Questionable
4077,CW-1050,SD,Groin,Did Not Participate In Practice,Out
4077,CM-0150,SD,Hamstring,Did Not Participate In Practice,Out
4077,TW-2650,SD,Foot,Did Not Participate In Practice,Out
4077,SJ-0600,SD,Hamstring,Did Not Participate In Practice,Doubtful
4077,KD-1600,SD,Concussion,Did Not Participate In Practice,Out
4077,MT-0350,SD,Ankle,Did Not Participate In Practice,Questionable
4077,OF-0100,SD,Ankle,Limited Participation in Practice,Questionable
4077,KE-0550,SD,Shoulder,Full Participation in Practice,Probable
4077,DP-1275,SD,Hip,Did Not Participate In Practice,Out
4078,MY-0100,BAL,Ankle,Limited Participation in Practice,Questionable
4078,LW-0700,BAL,Thigh,Did Not Participate In Practice,Doubtful
4078,TB-2750,BAL,Thumb,Did Not Participate In Practice,Out
4078,BP-0450,BAL,Knee,Did Not Participate In Practice,Out
4078,SS-2100,BAL,Back,Limited Participation in Practice,Questionable
4078,ED-1000,BAL,Thigh,Limited Participation in Practice,Questionable
4078,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4078,JF-2800,BAL,Ankle,Limited Participation in Practice,Questionable
4078,CG-1030,BAL,Calf,Limited Participation in Practice,Questionable
4078,CG-1060,BAL,Ankle,Full Participation in Practice,Questionable
4078,CC-0500,BAL,Calf,Did Not Participate In Practice,Out
4078,DW-0675,BAL,Concussion,Did Not Participate In Practice,Out
4078,BE-0350,SF,Calf,Limited Participation in Practice,Questionable
4078,AB-3100,SF,Not Injury Related,Limited Participation in Practice,Questionable
4078,AB-2100,SF,Shoulder,Full Participation in Practice,Probable
4078,BT-0575,SF,Ankle,Limited Participation in Practice,Questionable
4078,CH-5000,SF,Foot,Limited Participation in Practice,Questionable
4078,JS-5700,SF,Knee,Full Participation in Practice,Probable
4078,NB-0400,SF,Not Injury Related,Full Participation in Practice,Probable
4078,RB-4900,SF,Calf,Did Not Participate In Practice,Doubtful
4078,VM-0250,SF,Chest,Full Participation in Practice,Probable
4078,VD-0100,SF,Knee,Limited Participation in Practice,Questionable
4078,EH-0150,SF,Knee,Limited Participation in Practice,Questionable
4079,TH-1850,IND,Groin,Limited Participation in Practice,Probable
4079,TC-2000,IND,Back,Full Participation in Practice,Probable
4079,RM-1400,IND,,Full Participation in Practice,
4079,LL-1200,IND,,Did Not Participate In Practice,
4079,NI-0100,IND,Knee,Limited Participation in Practice,Questionable
4079,JF-3060,IND,Groin,Limited Participation in Practice,Questionable
4079,DJ-0500,IND,,Full Participation in Practice,
4079,BW-2650,IND,Eye,Full Participation in Practice,Probable
4079,BW-0920,IND,Hamstring,Full Participation in Practice,Probable
4079,AL-1100,IND,Right Shoulder,Full Participation in Practice,Questionable
4079,AJ-0900,IND,,Full Participation in Practice,
4079,TV-0150,IND,,Did Not Participate In Practice,
4079,DL-1700,NE,Abdomen,Limited Participation in Practice,Questionable
4079,DH-2950,NE,Ribs,Limited Participation in Practice,Questionable
4079,NS-0500,NE,,Did Not Participate In Practice,
4079,TB-2800,NE,Foot,Did Not Participate In Practice,Out
4079,TF-0750,NE,Knee,Limited Participation in Practice,Questionable
4080,OB-0075,NYG,Hamstring,Did Not Participate In Practice,Questionable
4080,JC-1800,NYG,Calf,Limited Participation in Practice,Questionable
4080,GS-0800,NYG,Calf,Full Participation in Practice,Probable
4080,JB-2000,NYG,Concussion,Limited Participation in Practice,Questionable
4080,DK-0465,NYG,Hamstring,Did Not Participate In Practice,Out
4080,JP-4350,NYG,Ankle,Full Participation in Practice,Probable
4080,PA-0300,NYG,Pectoral,Out (Definitely Will Not Play),Out
4080,RR-0130,NYG,Hamstring,Limited Participation in Practice,Probable
4080,RA-1500,NYG,Hamstring,Limited Participation in Practice,Questionable
4080,VC-0300,NYG,Calf,Did Not Participate In Practice,Out
4080,TM-1200,NYG,Groin,Did Not Participate In Practice,Questionable
4080,NA-0050,PHI,Ankle,Limited Participation in Practice,Out
4080,BB-0400,PHI,Groin,Limited Participation in Practice,Out
4080,MK-0730,PHI,Hamstring,Limited Participation in Practice,Out
4080,KA-0750,PHI,Knee,Limited Participation in Practice,Out
4080,RM-1200,PHI,Groin,Full Participation in Practice,Questionable
4081,FC-0150,SEA,Hamstring,Full Participation in Practice,Probable
4081,TL-1025,SEA,Hip,Full Participation in Practice,Probable
4081,TS-2650,SEA,Hip,Full Participation in Practice,Probable
4081,RS-1000,SEA,Ankle,Full Participation in Practice,Probable
4081,PL-0250,SEA,Ankle,Did Not Participate In Practice,Out
4081,KC-0900,SEA,Shoulder,Full Participation in Practice,Probable
4081,NM-0650,SEA,Ankle,Did Not Participate In Practice,Out
4081,ML-2500,SEA,Hamstring,Full Participation in Practice,Probable
4081,MB-5050,SEA,Hand,Limited Participation in Practice,Out
4081,GG-0335,SEA,Ankle,Full Participation in Practice,Probable
4081,JB-5750,SEA,Hip,Full Participation in Practice,Probable
4081,JH-4050,SEA,Quadricep,Did Not Participate In Practice,Out
4081,BC-2750,SEA,,Did Not Participate In Practice,
4081,DD-1800,SEA,Shoulder,Did Not Participate In Practice,Questionable
4081,DC-2850,SEA,Concussion,Did Not Participate In Practice,Out
4081,BW-0150,SEA,Pectoral,Full Participation in Practice,Probable
4081,CA-1300,SEA,Ankle,Full Participation in Practice,Probable
4081,BT-0575,SF,Ankle,Full Participation in Practice,Probable
4081,CH-5000,SF,Foot,Limited Participation in Practice,Questionable
4081,BE-0350,SF,Calf,Full Participation in Practice,Probable
4081,AB-2100,SF,Shoulder,Full Participation in Practice,Probable
4081,AB-2000,SF,Hamstring,Limited Participation in Practice,Questionable
4081,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4081,EP-0300,SF,Back,Limited Participation in Practice,Questionable
4081,ER-0150,SF,Chest,Full Participation in Practice,Probable
4081,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4081,JS-5700,SF,Knee,Full Participation in Practice,Probable
4081,RB-4900,SF,Calf,Full Participation in Practice,Probable
4081,VM-0250,SF,Chest,Full Participation in Practice,Probable
4081,VD-0100,SF,Knee,Full Participation in Practice,Probable
4082,KW-1150,BUF,Concussion,Did Not Participate In Practice,Out
4082,JM-4550,BUF,Not Injury Related,Did Not Participate In Practice,Out
4082,CG-1700,BUF,Groin,Full Participation in Practice,Probable
4082,PH-0400,BUF,Not Injury Related,Did Not Participate In Practice,Out
4082,ME-0100,BUF,Shoulder,Limited Participation in Practice,Questionable
4082,MG-1050,BUF,Ribs,Out (Definitely Will Not Play),Out
4082,KW-1600,BUF,Knee,Did Not Participate In Practice,Out
4082,LM-1000,BUF,Hamstring,Limited Participation in Practice,Probable
4082,TT-0500,BUF,Knee,Did Not Participate In Practice,Out
4082,SH-0650,BUF,Concussion,Did Not Participate In Practice,Out
4082,SW-0450,BUF,Ankle,Did Not Participate In Practice,Out
4082,SM-0500,JAC,Knee,Full Participation in Practice,Probable
4082,ML-0650,JAC,Hamstring,Did Not Participate In Practice,Out
4082,JT-2000,JAC,Chest,Full Participation in Practice,Probable
4082,JP-0900,JAC,Shoulder,Full Participation in Practice,Probable
4082,AH-3900,JAC,Ankle,Full Participation in Practice,Probable
4082,AR-1250,JAC,Shin,Full Participation in Practice,Probable
4082,CH-1200,JAC,Abdomen,Did Not Participate In Practice,Questionable
4082,CC-2600,JAC,Not Injury Related,Full Participation in Practice,Probable
4082,JC-6400,JAC,Calf,Full Participation in Practice,Probable
4082,TY-0150,JAC,Groin,Limited Participation in Practice,Questionable
4082,JS-0230,JAC,Shoulder,Did Not Participate In Practice,Doubtful
4083,CC-4000,TB,Ankle,Full Participation in Practice,Probable
4083,AS-0550,TB,Shoulder,Did Not Participate In Practice,Out
4083,BC-0600,TB,Thigh,Limited Participation in Practice,Questionable
4083,JB-1250,TB,Knee,Full Participation in Practice,Probable
4083,GM-0500,TB,Shoulder,Limited Participation in Practice,Probable
4083,GJ-0800,TB,Ribs,Full Participation in Practice,Probable
4083,LM-0200,TB,Groin,Limited Participation in Practice,Questionable
4083,LS-1900,TB,Hip,Full Participation in Practice,Probable
4083,RS-0975,TB,Hamstring,Full Participation in Practice,Questionable
4083,RF-1150,TB,Concussion,Did Not Participate In Practice,Out
4083,TM-1700,TB,Groin,Did Not Participate In Practice,Out
4083,ES-1125,TB,Ankle,Limited Participation in Practice,Questionable
4083,BB-2725,WAS,Knee,Full Participation in Practice,Probable
4083,AR-1100,WAS,Thumb,Full Participation in Practice,Probable
4083,CC-5300,WAS,Knee,Did Not Participate In Practice,Out
4083,CT-1220,WAS,Back,Did Not Participate In Practice,Doubtful
4083,JH-2800,WAS,Knee,Limited Participation in Practice,Questionable
4083,DH-0700,WAS,Toe,Did Not Participate In Practice,Out
4083,DJ-0200,WAS,Hamstring,Did Not Participate In Practice,Out
4083,KL-1000,WAS,Neck,Did Not Participate In Practice,Out
4083,KR-0950,WAS,Heel,Full Participation in Practice,Questionable
4083,JR-1150,WAS,Concussion,Limited Participation in Practice,Questionable
4083,SP-0100,WAS,Back,Limited Participation in Practice,Questionable
4083,TN-0650,WAS,Foot,Full Participation in Practice,Probable
4083,TW-2800,WAS,Concussion,Limited Participation in Practice,Questionable
4083,TR-0620,WAS,Ankle,Full Participation in Practice,Probable
4083,MJ-2275,WAS,Toe,Full Participation in Practice,Probable
4084,JD-3300,ATL,Elbow,Full Participation in Practice,Probable
4084,EW-0500,ATL,Knee,Full Participation in Practice,Probable
4084,MP-0900,ATL,Ankle,Full Participation in Practice,Probable
4084,LH-0600,ATL,Ribs,Full Participation in Practice,Probable
4084,WM-1000,ATL,Hand,Full Participation in Practice,Probable
4084,RW-2200,ATL,Foot,Full Participation in Practice,Probable
4084,MM-0912,TEN,Knee,Did Not Participate In Practice,Out
4084,SH-1000,TEN,Knee,Full Participation in Practice,Questionable
4084,PC-0800,TEN,Hamstring,Did Not Participate In Practice,Out
4084,MG-1800,TEN,Knee,Full Participation in Practice,Questionable
4084,DM-1200,TEN,Illness,Full Participation in Practice,Probable
4084,HD-0300,TEN,Ribs,Did Not Participate In Practice,Out
4084,AW-1450,TEN,Hamstring,Full Participation in Practice,Probable
4085,JF-3060,IND,Groin,Full Participation in Practice,Probable
4085,DJ-0500,IND,,Full Participation in Practice,
4085,AJ-0900,IND,,Full Participation in Practice,
4085,NI-0100,IND,Knee,Full Participation in Practice,Probable
4085,MA-0200,IND,Hamstring,Did Not Participate In Practice,Out
4085,RM-1400,IND,,Full Participation in Practice,
4085,CG-0750,IND,Knee,Limited Participation in Practice,Doubtful
4085,VD-0200,IND,,Full Participation in Practice,
4085,TH-1850,IND,,Did Not Participate In Practice,
4085,DS-5137,NO,Concussion,Did Not Participate In Practice,Out
4085,JB-8800,NO,Knee,Full Participation in Practice,Probable
4085,DE-0600,NO,Hip,Limited Participation in Practice,Probable
4085,KL-0600,NO,Hip,Did Not Participate In Practice,Out
4085,MC-2400,NO,Shoulder,Limited Participation in Practice,Probable
4085,MM-1550,NO,Foot,Limited Participation in Practice,Probable
4085,RH-3300,NO,Thigh,Full Participation in Practice,Probable
4085,TA-0850,NO,Knee,Limited Participation in Practice,Probable
4085,TM-3300,NO,Right Quadricep,Limited Participation in Practice,Probable
4085,TL-0750,NO,Shoulder,Limited Participation in Practice,Probable
4085,AP-0450,NO,Knee,Did Not Participate In Practice,Out
4086,JI-0200,DET,Quadricep,Full Participation in Practice,Probable
4086,JJ-4300,DET,Neck,Full Participation in Practice,Probable
4086,HN-0300,DET,Calf,Full Participation in Practice,Probable
4086,GT-0100,DET,Ankle,Limited Participation in Practice,Probable
4086,JB-2700,DET,Ankle,Full Participation in Practice,Probable
4086,JB-8700,DET,Hip,Full Participation in Practice,Probable
4086,DL-1200,DET,Hip,Did Not Participate In Practice,Out
4086,EE-0050,DET,Knee,Full Participation in Practice,Probable
4086,BP-0600,DET,Knee,Did Not Participate In Practice,Out
4086,CJ-1100,DET,Ankle,Limited Participation in Practice,Probable
4086,JW-5300,DET,Concussion,Limited Participation in Practice,Questionable
4086,SM-0650,DET,Left Knee,Full Participation in Practice,Probable
4086,TW-1750,DET,Shoulder,Full Participation in Practice,Probable
4086,TR-0370,DET,Groin,Limited Participation in Practice,Probable
4086,TC-1625,MIN,Knee,Full Participation in Practice,Probable
4086,CM-3400,MIN,Thumb,Full Participation in Practice,Probable
4086,CJ-1400,MIN,Rib,Full Participation in Practice,Probable
4086,AP-0700,MIN,Finger,Full Participation in Practice,Probable
4086,EG-0900,MIN,Illness,Full Participation in Practice,Probable
4086,JT-3300,MIN,Foot,Did Not Participate In Practice,Out
4086,JW-6560,MIN,Hand,Full Participation in Practice,Probable
4086,MA-1150,MIN,Rib,Full Participation in Practice,Probable
4086,SF-0150,MIN,Knee,Did Not Participate In Practice,Out
4086,TN-0400,MIN,Ankle,Full Participation in Practice,Probable
4087,RW-3550,KC,Knee,Did Not Participate In Practice,Doubtful
4087,HA-0200,KC,Biceps,Full Participation in Practice,Probable
4087,JH-5500,KC,Elbow,Full Participation in Practice,Probable
4087,JM-0200,KC,Concussion,Limited Participation in Practice,Questionable
4087,JM-1600,KC,Groin,Limited Participation in Practice,Questionable
4087,DP-1450,KC,Ankle,Limited Participation in Practice,Questionable
4087,CS-0250,KC,Right Foot,Full Participation in Practice,Probable
4087,AS-1600,KC,Right Thumb,Full Participation in Practice,Probable
4087,MD-0300,KC,Concussion,Did Not Participate In Practice,Out
4087,TH-0200,KC,Knee,Did Not Participate In Practice,Questionable
4087,TK-0150,KC,Facial Laceration,Full Participation in Practice,Probable
4087,CC-3950,KC,,Full Participation in Practice,
4087,RS-0962,PIT,Shoulder,Full Participation in Practice,Probable
4087,ST-1150,PIT,Knee,Did Not Participate In Practice,Out
4087,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
4087,WA-0100,PIT,Ankle,Did Not Participate In Practice,Out
4087,MV-0300,PIT,Hamstring,Did Not Participate In Practice,Out
4087,MS-3400,PIT,Not Injury Related,Full Participation in Practice,Probable
4087,JH-2100,PIT,Not Injury Related,Full Participation in Practice,Probable
4087,JJ-4250,PIT,Hip,Full Participation in Practice,Probable
4087,AB-1950,PIT,Thumb,Full Participation in Practice,Probable
4087,BR-1100,PIT,Knee,Limited Participation in Practice,Questionable
4087,CA-0600,PIT,Knee,Limited Participation in Practice,Questionable
4088,NO-0300,CLE,Groin,Full Participation in Practice,Probable
4088,DS-1850,CLE,Knee,Limited Participation in Practice,Questionable
4088,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
4088,JH-5950,CLE,Knee,Limited Participation in Practice,Questionable
4088,JH-0100,CLE,Concussion,Did Not Participate In Practice,Out
4088,GB-0200,CLE,Ankle,Full Participation in Practice,Probable
4088,CR-1150,CLE,Ankle,Limited Participation in Practice,Questionable
4088,TC-0350,CLE,Shoulder,Limited Participation in Practice,Questionable
4088,TG-0950,CLE,Ankle,Did Not Participate In Practice,Doubtful
4088,RH-3000,CLE,Hamstring,Did Not Participate In Practice,Out
4088,RS-2800,CLE,,Full Participation in Practice,
4088,JT-1600,CLE,,Full Participation in Practice,
4088,MM-4500,CLE,Hamstring,Limited Participation in Practice,Questionable
4088,TM-0650,STL,Ankle,Did Not Participate In Practice,Questionable
4088,TA-1050,STL,Thigh,Limited Participation in Practice,Questionable
4088,RQ-0200,STL,Knee,Full Participation in Practice,Probable
