pid,rb,te,drp,mbt,yac
703394,1,1,0,0,0
703395,1,1,0,0,13
703396,1,1,0,0,0
703397,1,1,0,0,0
703398,1,1,0,0,3
703399,1,1,0,0,0
703400,2,1,0,0,0
703402,2,1,0,0,0
703403,2,1,0,0,5
703404,2,1,0,0,10
703405,1,1,0,0,0
703406,1,1,0,0,15
703407,1,1,0,0,0
703408,1,1,0,0,0
703409,1,1,0,0,8
703412,1,1,0,0,0
703413,1,1,0,0,0
703414,1,1,0,0,0
703415,1,2,0,0,0
703416,1,1,0,0,0
703417,1,1,0,0,2
703418,2,1,0,0,0
703419,2,1,0,0,5
703420,2,2,0,0,0
703421,1,2,0,0,0
703422,1,1,0,0,3
703423,1,2,0,0,0
703424,1,1,0,0,2
703425,1,0,0,0,0
703428,2,0,0,0,25
703429,2,1,0,0,0
703430,1,1,0,0,0
703431,0,1,0,0,0
703434,1,2,0,0,0
703435,1,2,0,0,0
703436,1,1,0,0,0
703438,1,2,0,0,0
703440,0,2,0,0,3
703443,1,1,0,0,0
703444,1,2,0,0,0
703445,1,1,0,0,5
703446,2,1,0,0,0
703447,1,1,0,0,0
703448,1,1,1,0,0
703449,1,1,0,0,3
703450,1,1,0,0,0
703453,1,1,0,0,0
703454,1,1,0,0,3
703455,2,1,0,0,0
703456,1,1,0,0,0
703457,1,1,0,0,11
703458,2,1,0,0,0
703459,1,1,0,0,0
703460,1,1,0,0,2
703461,2,1,0,0,0
703462,1,1,0,0,0
703463,1,1,0,0,0
703466,2,1,0,0,0
703467,2,1,0,2,0
703468,2,1,0,0,0
703469,2,1,0,0,3
703470,2,1,0,0,5
703472,1,1,0,0,7
703473,1,1,0,0,0
703476,1,1,0,1,5
703477,1,1,0,1,54
703480,1,1,0,0,0
703481,1,1,0,0,0
703483,1,1,0,0,6
703484,1,1,0,1,0
703485,1,1,0,0,0
703486,1,1,0,0,0
703487,1,1,0,0,1
703488,1,1,0,2,0
703489,1,1,0,1,4
703490,1,1,0,0,10
703491,2,0,0,1,4
703492,1,1,0,0,0
703493,2,2,0,0,0
703494,1,1,0,0,1
703497,1,2,0,0,0
703498,1,2,0,0,0
703499,1,2,0,0,0
703500,1,2,0,0,0
703501,1,2,0,0,8
703502,1,2,0,0,0
703503,1,2,0,0,0
703505,1,1,0,0,0
703508,1,1,0,0,10
703509,1,1,0,1,0
703510,1,1,0,0,7
703511,1,1,0,0,0
703512,1,1,0,0,3
703513,1,0,0,0,1
703514,2,1,0,0,0
703516,1,1,0,0,1
703518,1,1,0,0,0
703521,1,2,0,0,0
703522,1,2,0,0,0
703523,1,2,0,0,0
703524,1,2,0,0,0
703525,1,1,0,0,0
703527,1,1,0,0,2
703528,1,1,0,0,0
703529,1,1,0,0,0
703530,1,1,0,0,0
703531,1,1,0,0,0
703533,1,2,1,0,0
703534,1,2,0,0,0
703535,1,1,0,1,12
703537,1,1,0,0,14
703538,1,1,0,0,2
703539,1,1,0,0,0
703540,1,1,0,0,0
703541,1,1,0,0,7
703542,1,1,0,0,1
703545,1,2,0,0,0
703546,1,1,0,0,0
703547,1,1,0,0,0
703548,1,1,0,0,3
703549,1,1,0,2,0
703550,1,2,0,0,0
703551,1,2,0,0,0
703552,1,2,0,0,0
703554,1,1,0,2,0
703555,1,2,0,0,0
703556,1,2,0,0,2
703558,1,1,0,1,0
703559,1,1,0,0,2
703560,1,1,0,0,5
703563,2,1,0,0,0
703564,2,1,0,0,0
703565,1,1,0,0,0
703567,1,1,0,0,11
703569,1,2,0,1,0
703570,2,1,0,0,0
703571,2,1,0,1,0
703572,1,1,0,0,2
703573,1,1,0,0,0
703574,1,2,0,0,0
703577,1,2,0,0,0
703578,2,1,0,0,3
703579,1,1,0,0,1
703580,1,1,0,2,0
703581,1,1,0,0,0
703582,1,1,0,0,0
703585,1,2,0,0,0
703586,2,1,0,0,0
703588,2,2,0,0,0
703589,2,0,0,0,0
703590,1,1,0,0,0
703591,1,1,0,1,8
703592,1,1,1,0,0
703594,1,1,0,0,0
703595,1,1,0,0,15
703597,2,1,0,1,0
703598,1,1,0,0,0
703599,1,1,0,0,0
703600,1,1,0,0,6
703601,1,1,0,3,55
703602,1,1,0,0,10
703605,1,2,0,0,0
703606,1,1,0,0,0
703607,1,1,0,0,1
703609,1,2,0,0,0
703610,1,2,0,0,0
703611,1,1,1,0,0
703613,1,2,0,0,0
703614,2,1,0,1,0
703615,1,1,0,0,0
703617,2,2,0,0,0
703618,1,1,0,0,0
703619,1,2,0,0,0
703623,1,1,0,0,0
703624,2,1,0,0,0
703625,1,2,0,0,0
703626,1,1,0,0,6
703627,1,1,1,0,0
703628,1,1,0,1,10
703629,1,1,0,0,0
703630,1,1,0,0,8
703631,1,1,0,0,0
703632,1,1,0,0,0
703633,2,2,0,0,0
703635,1,2,0,0,0
703636,1,2,0,0,0
703637,1,2,0,0,0
703638,1,1,0,0,0
703639,2,1,0,1,0
703640,1,1,0,0,0
703641,1,2,0,0,1
703642,2,1,0,0,0
703643,1,1,0,0,0
703644,1,2,0,0,0
703647,1,1,0,1,0
703648,1,1,0,0,0
703649,1,2,0,1,0
703650,1,1,0,0,0
703651,1,1,0,0,0
703653,1,3,0,0,0
703654,1,1,0,0,7
703655,1,1,0,0,0
703656,1,1,0,0,0
703657,1,2,0,0,0
703659,2,2,0,0,0
703660,1,2,0,0,0
703661,1,1,0,0,6
703663,1,3,0,1,0
703664,1,1,0,0,0
703665,1,1,0,0,0
703666,1,2,0,0,20
703667,2,1,0,0,0
703668,1,1,0,0,1
703669,1,1,0,0,0
703670,1,1,0,0,0
703671,1,1,0,0,0
703674,1,1,0,1,0
703675,1,2,0,0,0
703676,1,1,0,0,0
703677,0,2,0,0,0
703679,1,2,0,0,0
703680,1,2,0,0,3
703681,1,2,0,0,0
703682,1,1,0,0,6
703683,2,1,0,0,0
703684,2,2,0,0,0
703685,1,1,0,0,2
703686,2,2,0,0,0
703687,1,1,0,0,0
703688,1,1,0,0,0
703691,1,2,0,0,2
703692,1,2,0,0,0
703693,1,2,1,0,0
703695,1,1,0,0,0
703696,1,1,0,0,0
703698,1,1,0,0,3
703699,1,1,0,0,0
703700,1,2,0,0,0
703701,1,2,0,0,0
703702,1,1,0,0,0
703703,1,2,0,0,0
703704,1,2,0,1,0
703705,2,1,0,0,0
703706,1,1,0,0,8
703708,1,1,0,1,21
703709,1,1,0,0,6
703710,1,1,1,0,0
703711,1,1,0,0,0
703712,1,1,0,0,7
703713,2,2,0,0,0
703715,2,1,0,1,7
703716,1,2,0,0,0
703717,2,2,0,1,0
703718,2,1,0,0,0
703719,3,1,0,0,0
703720,1,1,0,0,3
703721,2,0,1,0,0
703722,2,2,0,0,0
703724,2,1,0,0,12
703727,1,2,0,0,2
703728,1,2,1,0,0
703729,1,2,0,0,0
703730,0,0,0,0,8
703731,1,3,0,1,0
703734,1,1,0,0,0
703735,1,1,0,0,0
703736,1,1,0,0,0
703737,1,1,0,0,0
703738,1,1,0,0,0
703740,1,3,0,0,0
703741,1,2,0,0,5
703742,1,0,0,0,0
703743,1,2,0,0,0
703745,2,0,0,0,7
703746,2,0,0,0,0
703748,1,3,0,0,14
703749,1,1,1,0,0
703751,1,1,0,0,0
703752,2,1,0,0,4
703755,1,2,0,0,0
703756,1,0,0,0,0
703757,2,0,0,2,4
703758,0,0,0,0,2
703759,1,1,0,0,0
703760,1,2,0,0,0
703762,1,0,0,0,0
703763,1,1,0,0,0
703765,1,3,0,0,0
703766,2,1,0,0,0
703767,1,2,0,0,0
703769,1,0,1,0,0
703770,1,2,0,1,-1
703771,1,0,0,0,0
703774,1,2,0,0,0
703775,1,3,0,0,0
703776,0,3,0,0,0
703777,1,3,0,0,0
703778,1,1,0,0,0
703779,2,1,0,0,0
703780,1,1,0,0,0
703783,0,0,0,1,7
703784,2,1,0,0,0
703785,0,1,0,0,5
703786,1,2,0,0,4
703787,1,1,0,1,0
703788,1,1,0,1,0
703789,1,0,0,0,2
703790,1,0,0,1,20
703793,1,0,0,0,0
703794,1,0,0,0,0
703795,1,0,0,0,0
703797,1,2,0,0,0
703798,0,1,0,0,0
703799,1,2,0,0,0
703800,2,1,0,0,0
703801,1,2,0,0,0
703802,1,1,0,0,0
703803,1,1,0,0,0
703805,1,2,0,0,0
703806,2,2,0,2,0
703807,1,3,0,0,0
703808,2,1,0,0,0
703809,1,1,0,0,6
703810,2,1,0,0,13
703811,2,1,0,2,0
703814,1,2,1,0,0
703815,1,2,0,0,0
703816,0,0,0,0,0
703818,1,3,0,0,0
703819,1,2,0,0,0
703820,1,1,0,0,0
703822,1,2,0,0,7
703823,1,2,0,0,0
703824,1,2,0,0,0
703825,1,0,0,0,0
703827,1,3,0,0,0
703828,1,1,0,0,0
703830,1,2,0,0,0
703831,1,2,0,0,0
703832,1,2,0,0,3
703833,2,2,0,0,0
703834,2,0,0,0,0
703835,2,2,0,1,0
703836,2,2,0,2,0
703839,2,0,0,0,-1
703840,1,1,0,0,0
703841,1,1,1,0,0
703843,2,2,0,0,0
703845,1,0,0,1,25
703846,1,1,0,0,0
703847,1,3,0,0,0
703848,0,0,1,0,0
703850,1,2,0,0,0
703851,1,2,0,1,0
703852,2,1,0,0,0
703853,1,3,0,0,0
703854,1,1,1,0,0
703856,1,2,0,0,0
703857,1,3,0,0,0
703858,1,2,0,0,0
703859,1,2,0,0,0
703860,2,0,0,0,0
703861,1,3,0,0,0
703862,2,2,0,0,0
703863,1,2,0,1,0
703865,1,0,0,0,0
703866,1,0,0,0,9
703867,1,0,0,0,5
703868,1,1,0,0,7
703869,1,1,0,0,0
703870,1,0,0,0,1
703872,1,1,0,0,9
703873,1,1,0,0,0
703874,3,2,0,0,0
703876,1,1,0,0,0
703877,1,1,0,0,0
703878,1,1,0,0,0
703880,1,1,0,0,0
703881,1,1,0,1,4
703882,1,1,0,0,0
703885,1,1,0,0,0
703886,1,1,0,0,0
703887,1,2,0,0,2
703888,1,2,0,0,9
703889,1,2,0,1,0
703890,1,1,0,0,0
703893,1,1,0,0,0
703894,1,1,0,0,0
703895,1,1,0,0,0
703896,1,1,0,1,0
703897,1,1,0,0,0
703898,1,1,0,1,28
703899,1,1,0,0,0
703900,1,1,0,0,1
703903,1,2,0,0,0
703904,1,2,0,0,0
703905,1,1,0,1,9
703906,1,2,0,1,2
703907,1,2,0,0,0
703908,1,1,0,0,0
703909,1,1,0,0,3
703910,1,2,1,0,0
703911,1,1,0,0,0
703912,1,1,0,0,0
703915,1,1,0,0,0
703916,1,1,0,0,0
703917,1,1,0,0,6
703918,1,1,0,0,0
703919,1,1,0,0,0
703920,1,1,0,0,0
703922,1,2,0,0,0
703923,1,1,0,0,0
703924,1,1,0,0,3
703926,1,2,0,0,0
703928,1,1,0,0,2
703929,1,1,0,0,0
703932,1,1,0,0,0
703934,1,1,0,0,0
703935,1,1,0,0,0
703936,1,1,0,0,0
703937,1,1,0,0,2
703939,1,1,0,1,12
703940,1,1,0,0,0
703941,1,1,0,0,0
703944,1,2,0,0,7
703945,1,2,0,0,0
703948,1,1,0,0,0
703949,1,1,0,1,9
703950,1,1,0,0,5
703951,1,1,0,1,0
703952,1,1,0,0,0
703954,1,1,0,0,13
703957,1,1,0,0,4
703958,1,1,0,0,0
703959,1,1,0,0,0
703960,1,1,0,0,0
703961,1,1,0,0,2
703962,1,1,0,0,0
703963,1,1,0,0,0
703964,1,1,0,0,0
703966,1,2,0,0,4
703967,1,1,0,0,0
703968,1,1,0,0,0
703971,1,1,0,0,0
703972,1,1,0,0,0
703973,1,1,1,0,0
703976,1,1,0,0,0
703977,1,1,0,0,0
703978,1,1,0,0,57
703981,1,1,0,1,23
703982,1,1,0,0,0
703983,1,1,0,1,0
703984,1,1,0,0,15
703985,1,1,0,0,0
703986,1,1,0,0,0
703987,1,1,0,0,0
703988,1,1,0,0,0
703991,1,2,0,0,0
703992,1,1,0,0,9
703993,1,1,0,0,0
703994,1,1,0,2,6
703995,1,3,0,0,0
703996,1,3,0,0,0
703997,1,1,0,0,0
703998,0,1,0,0,2
703999,1,3,0,0,0
704000,1,1,0,0,0
704001,1,1,0,1,6
704002,1,2,0,0,0
704003,1,1,0,0,0
704004,1,1,0,1,0
704007,1,1,0,0,0
704008,1,1,0,0,0
704009,1,1,0,2,21
704011,1,1,0,0,0
704012,1,2,0,0,4
704013,1,2,0,1,0
704014,1,2,0,0,0
704015,1,2,0,0,0
704017,1,1,0,0,0
704020,0,1,0,0,1
704021,0,1,0,1,0
704022,1,1,0,0,6
704023,1,1,0,0,0
704024,1,1,0,0,12
704025,1,1,0,0,0
704026,1,1,1,0,0
704027,1,1,0,0,0
704030,1,1,0,0,0
704033,1,3,0,0,0
704034,1,3,0,0,0
704035,1,1,0,0,0
704036,1,1,0,0,5
704037,1,3,0,2,0
704038,1,3,0,0,0
704039,1,3,0,0,0
704040,1,3,0,0,0
704043,1,1,0,0,1
704045,1,1,0,0,0
704046,1,1,0,0,6
704047,1,1,0,0,0
704048,1,3,0,0,0
704049,1,3,0,0,0
704051,1,2,0,0,0
704052,1,1,0,0,0
704053,1,1,0,0,9
704054,1,2,0,0,0
704055,1,2,0,0,0
704056,1,1,0,0,0
704057,1,2,0,1,0
704058,1,1,0,0,4
704062,1,3,0,0,0
704063,1,2,0,0,0
704064,1,1,0,0,0
704066,1,2,0,0,5
704067,0,1,0,0,0
704068,1,1,0,0,0
704071,1,1,0,0,0
704072,1,1,0,0,0
704073,1,1,1,0,0
704075,1,2,0,0,0
704076,1,2,0,0,0
704077,1,1,0,0,0
704079,1,1,0,0,0
704080,1,1,0,0,0
704081,1,1,0,1,0
704082,1,1,0,0,0
704084,1,1,0,0,0
704085,1,2,0,0,0
704086,1,1,0,0,0
704089,1,1,0,0,7
704090,1,1,0,1,20
704091,1,1,0,0,0
704093,1,1,0,1,0
704094,1,1,0,0,0
704095,1,1,0,0,5
704096,1,1,0,0,0
704097,1,2,0,0,0
704098,1,3,0,0,0
704101,1,2,0,0,0
704102,1,1,0,0,0
704103,1,2,0,0,3
704104,1,1,0,0,0
704106,1,2,0,0,0
704107,1,1,0,0,0
704108,1,1,0,1,6
704109,1,1,0,0,0
704110,1,1,0,0,0
704112,1,1,0,0,4
704113,1,1,0,0,7
704114,1,3,0,0,1
704117,1,1,0,0,0
704118,1,1,0,0,1
704119,1,1,0,0,0
704120,1,2,0,0,0
704121,1,3,0,0,0
704123,1,1,0,0,0
704124,1,1,0,0,0
704125,1,1,0,1,0
704126,1,1,0,0,0
704127,1,1,0,0,0
704128,1,1,0,0,0
704129,1,2,0,0,0
704133,1,1,0,0,0
704134,1,4,0,0,0
704135,1,1,0,0,0
704138,1,2,0,0,0
704140,1,1,0,0,0
704141,1,2,0,1,0
704142,1,1,0,0,0
704143,1,2,0,0,0
704144,1,1,0,0,2
704145,1,1,0,0,0
704146,1,2,1,0,0
704147,1,1,1,0,0
704149,1,2,0,0,0
704150,1,1,0,0,0
704151,1,1,0,1,10
704153,1,3,0,0,0
704154,1,2,0,0,0
704155,1,1,0,0,0
704157,1,2,1,0,0
704158,1,2,0,0,0
704159,1,1,0,0,0
704161,1,1,0,0,0
704162,1,1,0,0,0
704163,1,1,0,0,1
704164,1,1,0,1,6
704165,1,1,0,1,0
704166,1,1,0,0,5
704167,1,1,0,0,0
704169,1,2,0,0,0
704170,1,2,0,0,0
704171,1,1,0,0,3
704172,1,2,0,0,0
704173,1,2,0,0,8
704174,1,2,0,1,0
704175,1,1,0,0,0
704176,1,3,0,0,0
704179,1,3,0,0,0
704181,1,1,0,0,0
704182,1,1,0,0,6
704183,1,1,0,0,0
704184,1,1,0,0,0
704185,1,1,0,0,4
704186,1,1,0,2,0
704187,1,1,0,0,0
704188,1,1,0,0,0
704192,1,1,0,0,7
704193,1,1,0,1,38
704194,1,1,0,0,1
704195,1,1,0,0,1
704196,1,1,0,0,0
704197,1,1,0,0,0
704198,1,3,0,0,0
704201,1,2,0,0,0
704202,1,1,0,2,1
704204,1,2,0,0,0
704205,1,2,0,0,0
704206,1,2,0,0,0
704207,1,1,0,0,0
704208,1,1,0,1,22
704211,1,1,0,0,1
704212,1,1,0,0,1
704213,1,1,1,0,0
704214,1,1,0,0,0
704216,1,1,0,0,21
704217,1,1,0,0,0
704218,1,1,1,0,0
704219,1,1,0,0,0
704220,1,2,0,3,0
704221,1,1,0,0,0
704222,1,1,0,0,0
704225,1,1,0,0,0
704226,1,2,0,0,0
704227,1,1,0,0,0
704229,1,1,0,0,0
704230,1,1,0,0,0
704231,1,1,0,0,3
704232,1,1,1,0,0
704233,1,1,0,2,14
704234,1,1,0,0,0
704235,1,1,0,0,0
704238,1,1,0,0,0
704239,1,1,0,0,0
704241,1,2,1,0,0
704242,1,2,0,0,13
704243,1,2,0,0,0
704246,1,1,0,0,0
704247,1,1,0,0,2
704248,1,1,0,0,0
704250,1,2,0,0,0
704251,1,2,0,0,0
704252,1,2,0,0,5
704253,1,1,0,0,0
704255,1,1,0,0,0
704257,1,1,0,0,0
704258,0,2,0,0,1
704259,1,2,0,0,0
704260,1,1,0,1,0
704261,1,2,0,0,6
704262,1,2,0,0,0
704263,1,2,0,0,0
704264,1,2,0,0,2
704265,1,2,0,0,0
704268,1,1,0,0,0
704269,1,1,0,0,0
704270,1,2,0,1,0
704272,1,2,0,0,0
704273,1,2,0,0,0
704274,1,1,0,0,9
704276,1,1,0,0,2
704277,1,1,0,0,1
704278,1,2,0,0,0
704279,1,1,0,0,0
704281,1,2,0,0,0
704282,1,1,0,0,2
704283,1,2,0,0,0
704284,1,1,0,0,2
704285,1,2,0,0,3
704286,1,2,0,0,0
704287,1,2,0,0,0
704288,1,1,0,0,0
704291,1,1,0,0,0
704292,1,2,0,0,0
704293,1,2,0,0,3
704294,1,2,0,0,0
704297,1,2,0,1,0
704298,1,1,0,0,4
704299,1,1,0,0,0
704300,1,1,0,0,3
704301,1,2,0,0,0
704303,1,2,0,0,0
704304,1,1,0,1,7
704306,1,2,0,0,0
704308,1,1,0,0,0
704309,1,1,0,0,0
704310,1,1,0,0,0
704311,1,2,0,2,0
704312,1,1,0,1,0
704315,1,1,0,0,0
704316,1,1,0,0,0
704317,1,1,0,0,0
704319,1,1,0,0,0
704321,1,1,0,0,0
704322,1,1,0,0,0
704323,1,1,0,0,0
704324,1,1,0,0,0
704326,1,2,0,0,0
704327,1,2,0,0,0
704328,1,1,0,0,0
704330,1,1,0,0,0
704331,1,1,0,0,0
704332,1,1,0,0,0
704334,1,2,0,0,0
704335,1,1,0,0,0
704337,1,2,0,1,0
704339,1,1,0,0,5
704341,1,1,0,0,0
704344,1,1,0,0,0
704345,1,1,0,0,0
704346,1,1,1,0,0
704347,1,1,0,0,0
704348,1,2,0,0,0
704349,1,1,0,0,0
704350,1,2,0,0,2
704351,1,2,0,0,0
704352,1,2,0,0,0
704355,1,2,0,0,0
704356,1,1,0,0,0
704357,1,1,0,0,0
704359,1,2,0,0,0
704360,1,2,0,0,0
704361,1,2,0,0,1
704362,1,1,0,0,4
704363,1,2,0,0,0
704364,1,2,0,0,0
704365,1,1,0,0,15
704368,1,1,0,1,0
704369,1,2,0,1,0
704370,1,1,0,0,0
704371,1,1,0,0,0
704372,1,1,0,1,0
704373,1,1,0,0,0
704374,1,1,0,0,0
704375,1,1,0,0,0
704376,1,2,0,0,0
704377,1,1,0,0,0
704378,1,1,0,0,0
704381,1,1,0,0,13
704382,1,2,0,0,0
704383,1,1,0,0,0
704384,1,1,0,0,0
704385,1,1,0,1,6
704386,1,2,0,0,0
704387,1,2,0,0,0
704388,1,1,0,0,0
704389,1,1,0,0,0
704390,1,1,0,1,0
704391,1,1,0,0,0
704392,1,1,0,0,15
704393,1,2,0,0,0
704394,1,2,0,0,5
704395,1,2,0,0,0
704398,1,2,0,0,0
704399,1,2,0,0,0
704401,1,0,0,0,0
704402,1,0,0,0,4
704403,1,1,0,0,0
704404,1,1,0,0,0
704405,1,0,0,0,7
704407,1,3,0,0,0
704408,1,1,0,0,0
704409,1,2,0,0,9
704410,0,3,0,0,0
704411,1,1,0,0,1
704412,2,1,0,0,0
704413,2,1,0,0,8
704415,1,3,0,0,11
704416,1,1,0,0,0
704418,1,1,0,0,0
704419,1,1,0,0,0
704421,1,2,0,0,0
704422,1,1,0,1,0
704423,1,0,0,0,0
704424,1,2,0,0,0
704425,1,2,0,0,0
704426,1,0,0,0,0
704427,0,1,0,0,0
704428,1,2,0,1,0
704429,1,1,0,1,7
704430,1,1,0,0,11
704433,1,1,0,1,6
704434,1,1,0,1,0
704435,1,1,0,0,0
704436,1,2,0,0,0
704438,1,0,0,1,9
704439,1,2,0,0,4
704440,1,1,0,0,0
704441,2,2,0,0,0
704442,1,1,0,0,13
704443,1,2,0,0,0
704444,1,2,0,0,0
704445,1,2,0,0,1
704446,1,1,0,0,6
704447,1,2,0,0,0
704448,1,1,0,1,10
704449,1,3,0,0,3
704450,1,1,0,0,0
704451,1,1,0,0,0
704456,1,1,0,0,0
704457,1,1,0,1,0
704458,1,1,0,0,4
704459,1,2,0,1,0
704460,1,1,0,0,3
704461,1,0,1,0,0
704462,1,2,0,0,0
704463,1,0,0,0,0
704466,1,1,0,1,12
704467,1,1,0,0,0
704468,1,1,0,0,0
704470,1,1,0,0,0
704471,1,1,0,0,0
704472,1,1,0,0,0
704473,1,1,0,0,0
704475,1,2,0,0,0
704476,1,1,0,1,11
704477,1,3,0,0,4
704478,1,1,0,0,0
704479,1,1,0,0,0
704481,1,2,0,0,7
704483,1,2,0,1,0
704484,1,1,0,0,0
704485,1,1,0,0,0
704486,1,0,0,0,0
704488,1,3,0,0,0
704489,1,2,0,0,34
704490,1,1,0,0,6
704491,1,1,0,0,0
704493,1,1,0,0,7
704494,1,1,0,0,0
704495,1,1,0,0,7
704496,1,2,0,1,0
704497,1,1,0,0,0
704498,1,1,0,0,0
704499,1,1,0,0,0
704500,1,1,0,0,4
704501,1,1,0,0,3
704502,1,1,0,0,0
704503,1,0,0,0,0
704504,2,1,0,0,0
704505,1,1,0,0,0
704506,1,3,0,0,2
704507,1,2,0,0,0
704508,2,1,0,0,0
704509,1,2,0,0,0
704510,1,1,0,1,10
704511,2,2,0,0,0
704512,1,0,1,0,0
704513,1,0,0,0,0
704514,1,0,0,0,12
704515,1,0,0,0,0
704516,1,0,0,0,0
704517,1,0,0,0,0
704518,1,0,0,0,0
704519,1,0,0,0,7
704521,1,1,1,0,0
704522,1,1,1,0,0
704523,1,2,0,0,0
704524,1,2,0,0,7
704525,1,1,0,0,0
704527,1,0,0,1,0
704528,1,0,0,0,0
704529,1,0,0,2,0
704530,1,0,0,0,0
704531,1,0,0,0,0
704532,1,0,0,0,6
704533,1,0,0,0,0
704534,1,0,0,0,0
704535,1,0,0,0,0
704536,1,0,0,0,0
704537,2,1,0,0,0
704538,1,2,0,0,0
704539,1,1,0,0,0
704541,1,0,0,0,4
704542,1,0,0,0,0
704545,1,0,0,0,3
704546,1,0,0,0,0
704547,1,0,0,0,0
704548,1,0,0,0,0
704549,1,0,0,0,0
704550,2,2,0,0,0
704551,2,2,0,0,0
704552,2,2,0,0,0
704554,1,2,0,0,0
704555,1,2,0,0,0
704556,1,1,0,0,9
704557,1,1,0,0,17
704558,1,2,0,0,0
704559,1,2,0,1,0
704560,1,1,0,0,0
704561,1,2,0,0,0
704562,1,3,0,0,0
704563,1,1,1,0,0
704565,1,2,0,0,0
704566,1,1,0,1,16
704567,1,1,0,0,46
704568,1,1,0,0,0
704569,1,1,0,0,4
704570,1,0,0,0,0
704573,1,1,0,0,8
704574,1,2,0,0,15
704575,1,1,0,0,3
704576,1,1,1,0,0
704577,1,1,0,0,0
704579,1,2,0,0,0
704580,1,2,0,0,4
704581,1,0,0,0,0
704582,1,1,0,0,10
704583,1,1,0,0,0
704584,1,1,0,0,0
704585,1,1,0,1,12
704586,1,2,0,0,0
704587,2,1,0,0,2
704588,1,2,0,0,0
704589,1,2,0,0,0
704590,1,1,0,0,6
704593,1,2,0,0,0
704594,1,1,0,0,1
704595,1,1,0,0,4
704596,1,1,0,0,1
704597,1,1,0,0,0
704598,1,1,0,0,4
704599,1,1,0,0,0
704602,1,1,0,1,6
704603,1,1,0,0,5
704604,1,1,0,0,4
704607,1,2,0,0,0
704608,2,0,0,0,5
704609,1,2,0,0,0
704610,1,2,0,0,0
704611,1,1,0,0,0
704612,1,1,0,1,3
704615,1,1,0,1,0
704616,1,1,0,0,11
704617,1,1,0,0,0
704618,1,1,0,0,0
704620,1,1,0,0,0
704621,1,1,0,0,0
704622,1,1,0,0,20
704623,1,1,1,0,0
704624,1,1,1,0,0
704625,1,1,0,0,13
704627,1,1,0,0,0
704629,1,2,0,0,0
704630,1,1,0,0,4
704632,1,1,0,1,53
704635,1,1,0,0,0
704636,1,1,0,0,0
704637,1,2,1,0,0
704638,1,1,0,2,0
704639,1,1,0,0,0
704640,1,1,0,0,0
704641,1,1,0,0,0
704643,1,1,0,0,0
704645,1,1,0,0,0
704646,1,1,0,0,7
704647,1,2,0,0,0
704648,1,1,0,0,0
704649,1,1,0,1,0
704650,1,1,0,0,0
704651,1,1,0,0,0
704654,0,1,0,0,0
704655,0,1,0,0,0
704658,0,1,1,0,0
704659,1,1,0,0,0
704660,1,1,0,0,0
704661,1,1,0,0,0
704663,1,1,0,0,0
704664,2,2,0,1,0
704665,1,2,0,1,0
704668,1,1,0,1,5
704669,1,1,1,0,0
704670,0,1,0,0,0
704671,0,1,0,0,0
704673,1,2,0,0,0
704674,1,1,0,0,3
704675,1,2,0,0,0
704676,1,1,0,0,6
704678,1,1,0,0,0
704680,1,1,0,0,4
704682,1,1,0,0,0
704683,1,1,1,0,0
704684,1,1,0,0,0
704685,1,1,0,1,4
704686,1,2,0,0,0
704687,1,2,0,0,0
704688,1,1,0,0,0
704689,1,1,0,0,0
704692,1,1,0,0,0
704693,1,1,0,0,0
704694,1,1,0,1,5
704695,1,1,0,0,-1
704696,1,1,0,0,0
704697,1,1,0,0,0
704698,1,1,0,0,0
704699,1,2,0,1,0
704700,1,1,0,0,0
704701,1,1,0,0,0
704702,1,1,0,0,0
704703,1,2,0,0,0
704704,1,2,0,0,0
704706,1,2,0,0,0
704708,1,2,0,0,0
704709,1,2,0,0,5
704710,1,2,0,0,0
704711,1,3,0,0,0
704712,1,1,0,0,16
704713,1,2,0,0,0
704714,1,2,0,0,0
704716,1,2,0,0,0
704717,1,1,0,0,0
704718,1,1,0,0,0
704721,1,2,0,1,0
704722,1,1,0,0,0
704723,1,1,1,0,0
704725,1,3,0,2,0
704726,1,2,0,2,0
704727,1,2,0,1,7
704728,1,2,1,0,0
704729,1,2,1,0,0
704731,1,1,0,0,0
704733,1,3,0,0,0
704734,1,2,1,0,0
704735,1,2,0,1,0
704738,1,1,0,0,0
704739,2,0,0,0,0
704740,1,2,0,0,0
704741,1,1,0,1,9
704742,1,3,0,0,0
704743,1,2,0,1,12
704744,1,1,0,0,0
704745,1,2,0,0,2
704746,2,2,0,0,0
704749,1,1,0,0,0
704751,0,2,0,0,0
704752,1,1,0,0,0
704753,1,2,0,0,0
704756,1,3,0,1,0
704757,1,3,0,0,0
704758,1,2,0,0,0
704760,1,2,0,0,5
704761,1,1,0,0,0
704763,1,1,0,0,19
704764,1,2,0,0,0
704765,1,2,0,0,2
704766,1,2,0,0,0
704767,1,1,0,0,0
704770,2,3,0,0,0
704771,1,1,0,0,2
704772,1,2,0,0,0
704773,1,1,0,0,13
704774,1,1,0,0,0
704775,1,1,0,0,6
704776,1,2,0,0,0
704777,1,2,0,0,0
704778,1,1,0,0,0
704779,1,1,0,0,11
704780,1,1,0,0,7
704781,1,1,0,0,9
704783,1,1,0,0,0
704786,1,1,0,0,0
704787,1,1,0,0,0
704789,1,1,0,0,0
704790,1,1,0,0,6
